id,outcome,dti,borrower_score,payment_inc_ratio
12871,default,8.77,0.35,14.7614
19599,default,12.72,0.5,8.41876
31256,paid off,17.63,0.55,5.944319999999999
4648,default,4.24,0.55,8.37069
7521,default,33.18,0.5,14.5082
27532,paid off,19.73,0.6,12.0927
5838,default,29.2,0.2,3.42765
40817,paid off,4.47,0.55,13.2393
3668,default,6.49,0.4,5.62005
36072,paid off,28.46,0.65,14.2474
21941,default,17.9,0.6,6.947660000000001
946,default,19.26,0.45,5.7138599999999995
5315,default,10.15,0.45,5.6117
41140,paid off,9.24,0.65,5.52675
2341,default,19.62,0.3,9.15713
27412,paid off,19.48,0.45,8.15809
44192,paid off,19.01,0.6,6.01305
25161,paid off,7.93,0.6,8.19667
615,default,20.31,0.5,9.79547
39845,paid off,25.89,0.55,12.0418
39070,paid off,19.05,0.5,8.3457
32283,paid off,21.74,0.75,13.9771
43867,paid off,3.23,0.45,5.80267
37469,paid off,11.23,0.5,9.08634
24531,paid off,4.05,0.65,20.3412
41648,paid off,15.57,0.65,7.374
9915,default,20.58,0.25,11.7444
26701,paid off,14.99,0.3,1.80388
43517,paid off,18.79,0.45,7.88635
35889,paid off,9.72,0.6,13.5472
8951,default,9.26,0.3,7.04148
10118,default,18.28,0.5,13.4036
18597,default,17.04,0.45,8.83571
9330,default,14.43,0.35,8.08483
37463,paid off,8.77,0.55,4.56029
556,default,22.03,0.6,4.2217400000000005
36009,paid off,6.42,0.5,1.33548
43146,paid off,18.17,0.35,5.27084
16154,default,5.64,0.45,7.9848
22230,default,33.96,0.55,8.85522
42962,paid off,18.93,0.55,7.91253
36492,paid off,15.41,0.4,3.48705
10803,default,21.07,0.45,14.0858
10389,default,29.42,0.65,8.033999999999999
40174,paid off,26.47,0.45,12.3234
9205,default,10.11,0.4,5.762519999999999
45189,paid off,11.3,0.4,4.11072
28581,paid off,22.14,0.45,14.0889
42410,paid off,14.93,0.5,1.40362
25649,paid off,18.63,0.5,11.9749
16358,default,11.61,0.5,16.1901
3490,default,15.47,0.5,12.3112
43868,paid off,8.12,0.6,7.89876
42871,paid off,19.95,0.8,2.84386
12737,default,4.83,0.55,8.12471
36439,paid off,20.4,0.45,8.71635
13211,default,23.06,0.35,15.3375
45384,paid off,28.77,0.45,8.7795
41127,paid off,20.67,0.45,16.3683
877,default,18.36,0.65,13.3847
11009,default,27.22,0.25,13.4989
5369,default,9.1,0.45,7.406000000000001
10279,default,32.63,0.25,6.49175
35433,paid off,11.06,0.6,6.15889
36251,paid off,16.58,0.55,9.3432
2314,default,7.82,0.5,2.74288
24800,paid off,3.51,0.65,6.474
41098,paid off,18.71,0.7,11.532
32259,paid off,4.94,0.45,6.39709
2098,default,21.56,0.5,6.08743
15744,default,22.52,0.55,6.9945
26501,paid off,13.08,0.45,4.02816
44978,paid off,21.04,0.45,10.1937
2921,default,21.88,0.35,12.6677
10810,default,24.0,0.55,8.83709
27222,paid off,16.61,0.5,3.9468199999999998
27253,paid off,16.34,0.55,9.120439999999999
12331,default,22.03,0.35,18.1546
22346,default,8.91,0.65,4.2273
41693,paid off,18.11,0.75,5.92267
11512,default,14.19,0.55,11.3549
37976,paid off,4.18,0.5,7.461939999999999
35497,paid off,8.66,0.55,2.81751
1220,default,9.15,0.6,3.9198699999999995
32310,paid off,18.66,0.7,8.55465
38769,paid off,21.65,0.55,9.61968
7616,default,18.33,0.45,12.6175
6955,default,19.46,0.6,9.65921
8063,default,12.11,0.45,5.4436
3927,default,16.84,0.55,9.2268
9521,default,20.59,0.45,3.3753599999999997
24778,paid off,9.67,0.7,2.8816
35839,paid off,14.14,0.8,7.001869999999999
23328,paid off,15.04,0.8,15.7932
1552,default,16.78,0.55,2.42591
39390,paid off,23.99,0.45,10.5132
44361,paid off,28.06,0.45,8.15515
6175,default,19.45,0.6,13.8623
29239,paid off,23.57,0.45,10.0703
11975,default,23.85,0.55,15.2084
23360,paid off,4.2,0.45,4.77422
9451,default,15.33,0.55,14.4763
12448,default,15.96,0.45,9.59928
44584,paid off,19.43,0.4,7.7774
16488,default,20.1,0.3,3.36
30312,paid off,8.13,0.6,3.3053
18818,default,12.21,0.5,18.9654
37423,paid off,26.29,0.7,1.46106
9947,default,19.56,0.25,2.14677
24923,paid off,7.18,0.8,6.779210000000001
17474,default,4.18,0.5,7.09961
7594,default,16.73,0.55,8.78008
31091,paid off,4.13,0.55,3.0828
29337,paid off,14.1,0.65,9.0981
42862,paid off,8.49,0.4,4.818169999999999
12101,default,31.09,0.55,11.0389
36847,paid off,19.77,0.75,1.6332
27173,paid off,17.5,0.5,2.21247
6347,default,18.32,0.45,5.71205
26708,paid off,12.0,0.25,16.1749
19862,default,22.18,0.35,12.9092
14628,default,16.42,0.55,12.6352
41734,paid off,18.69,0.55,14.1346
40977,paid off,29.5,0.45,6.5268
43792,paid off,1.23,0.6,2.81581
9972,default,13.8,0.45,12.6518
13254,default,16.49,0.4,8.67154
9802,default,24.33,0.7,3.359
44928,paid off,13.42,0.55,1.17038
22395,default,3.09,0.7,8.01336
34595,paid off,13.55,0.45,4.75707
34821,paid off,5.49,0.7,4.31409
20545,default,16.1,0.2,5.79972
2203,default,22.49,0.4,3.72212
26984,paid off,10.73,0.45,8.05275
12994,default,18.83,0.35,6.48395
4621,default,16.55,0.45,6.79318
28821,paid off,14.46,0.65,6.786919999999999
31207,paid off,9.59,0.5,2.29968
34993,paid off,2.31,0.65,2.0769
32738,paid off,26.25,0.65,4.28515
38927,paid off,16.12,0.35,6.69905
22908,default,31.15,0.5,15.4532
26438,paid off,5.48,0.65,7.688
1783,default,21.17,0.3,1.8940000000000001
45445,paid off,22.59,0.6,6.228269999999999
10866,default,13.49,0.7,10.0565
24652,paid off,18.72,0.4,4.2319
34216,paid off,15.38,0.6,8.5488
25873,paid off,11.85,0.6,11.1965
10691,default,18.58,0.6,6.19065
22806,default,29.5,0.55,15.8841
43677,paid off,14.06,0.6,7.34553
28736,paid off,16.54,0.45,5.88535
42597,paid off,29.55,0.5,5.1441
3438,default,11.26,0.4,1.6746
35161,paid off,15.6,0.6,4.40753
24649,paid off,5.64,0.5,1.63894
24050,paid off,17.54,0.4,9.246
35629,paid off,7.12,0.4,9.22537
42396,paid off,6.98,0.65,4.294580000000001
33687,paid off,10.52,0.6,11.3073
31017,paid off,25.9,0.55,5.17917
3180,default,11.95,0.35,3.34467
32282,paid off,18.62,0.45,3.35607
12704,default,21.46,0.45,7.9015
30564,paid off,12.75,0.45,8.75682
9110,default,29.75,0.45,6.51706
4297,default,20.1,0.6,8.20603
32110,paid off,19.14,0.45,3.9697
37932,paid off,18.44,0.6,5.23275
39874,paid off,17.37,0.45,6.53581
673,default,26.82,0.4,1.15214
44496,paid off,23.58,0.65,11.139000000000001
26732,paid off,28.43,0.5,6.39595
21843,default,19.05,0.5,9.62549
37451,paid off,18.64,0.45,7.219289999999999
16325,default,10.55,0.6,10.2656
31550,paid off,27.29,0.5,11.0652
45677,paid off,22.82,0.65,4.10076
24409,paid off,7.47,0.25,7.752000000000001
8552,default,15.39,0.25,2.33964
37963,paid off,25.72,0.45,11.1715
7898,default,15.59,0.45,2.10046
19864,default,18.54,0.6,9.37423
42421,paid off,4.92,0.5,3.74729
7770,default,21.96,0.5,7.97036
11909,default,26.64,0.45,10.7909
32751,paid off,12.18,0.7,10.7687
14430,default,20.99,0.4,10.1937
18890,default,14.29,0.4,4.7193
22467,default,7.25,0.5,7.27632
25289,paid off,12.75,0.65,5.50218
5201,default,9.52,0.6,3.94049
40688,paid off,1.59,0.7,7.03227
38444,paid off,9.43,0.45,6.16635
232,default,22.06,0.25,5.7156
43714,paid off,7.56,0.45,9.1208
15147,default,0.3,0.55,15.5489
18368,default,11.39,0.5,6.48229
39200,paid off,17.45,0.6,5.96479
3101,default,14.13,0.6,12.4087
30728,paid off,7.12,0.75,1.60446
33758,paid off,15.76,0.65,10.4998
3976,default,21.47,0.45,9.42887
26493,paid off,15.14,0.4,5.52168
16987,default,11.71,0.45,4.4997300000000005
29988,paid off,20.16,0.6,7.3322199999999995
40259,paid off,17.38,0.6,13.8
11748,default,16.94,0.65,11.0955
26682,paid off,19.79,0.65,10.8112
17436,default,33.64,0.55,10.9197
33477,paid off,13.93,0.45,10.0466
40575,paid off,13.77,0.6,8.9548
76,default,21.99,0.45,5.77647
15010,default,30.12,0.4,10.6308
28166,paid off,19.66,0.4,8.77257
7653,default,24.26,0.3,8.23328
2064,default,17.91,0.3,8.87668
36250,paid off,8.24,0.25,9.70862
22628,default,22.73,0.55,13.081
3295,default,14.34,0.45,6.96979
42328,paid off,13.29,0.5,9.26699
27202,paid off,5.7,0.65,4.6365
923,default,8.0,0.5,2.49527
38637,paid off,11.91,0.5,7.25104
23659,paid off,13.22,0.5,4.68808
26390,paid off,4.02,0.6,9.2925
36753,paid off,11.25,0.45,6.09218
25306,paid off,21.22,0.65,7.107
40624,paid off,5.71,0.5,2.42176
29674,paid off,18.62,0.5,1.9886400000000002
44000,paid off,14.7,0.6,7.6185
31730,paid off,21.36,0.45,5.0904
20396,default,15.21,0.55,4.4456
45139,paid off,23.42,0.5,10.3467
38960,paid off,11.27,0.65,6.4573
17164,default,15.36,0.3,2.7377599999999997
33229,paid off,11.02,0.5,2.5296
720,default,18.87,0.45,9.978
40974,paid off,15.45,0.3,2.2206799999999998
35387,paid off,12.56,0.55,11.9075
35467,paid off,21.45,0.55,20.0958
23232,paid off,18.17,0.55,7.67771
36055,paid off,19.07,0.65,3.57124
39651,paid off,13.63,0.5,9.14667
11942,default,10.86,0.4,2.87052
25471,paid off,5.25,0.5,11.9741
26675,paid off,9.47,0.65,13.7862
6873,default,16.43,0.45,4.8645
23016,default,4.77,0.7,9.23643
933,default,20.59,0.15,3.02632
29876,paid off,11.72,0.65,3.31556
46018,paid off,21.68,0.45,9.954130000000001
25532,paid off,17.33,0.6,15.1662
37337,paid off,2.19,0.55,7.3536
16988,default,34.92,0.45,5.5708
43635,paid off,19.5,0.35,4.821000000000001
44992,paid off,16.78,0.3,3.5656199999999996
33877,paid off,10.37,0.5,4.27182
32070,paid off,18.39,0.75,17.1468
4790,default,11.35,0.5,6.99118
29503,paid off,9.76,0.55,3.4720800000000005
33196,paid off,10.91,0.55,2.24323
12346,default,15.98,0.4,4.05889
41688,paid off,22.47,0.4,16.6965
40876,paid off,21.03,0.55,9.88141
4175,default,19.23,0.4,9.795119999999999
38423,paid off,9.67,0.6,7.69995
1197,default,18.89,0.2,6.28527
16011,default,26.44,0.3,6.3179099999999995
13233,default,20.59,0.75,8.4
5142,default,5.91,0.45,2.09875
19271,default,5.93,0.75,11.2803
9586,default,11.27,0.4,7.1962600000000005
29827,paid off,10.75,0.5,8.609110000000001
16328,default,22.53,0.3,16.5819
25949,paid off,20.94,0.6,0.754103
27201,paid off,24.61,0.6,5.0192
22051,default,11.67,0.65,10.1295
10405,default,19.92,0.25,7.85123
45725,paid off,25.14,0.6,8.891
43576,paid off,25.9,0.65,4.76892
4090,default,24.46,0.4,11.9961
2762,default,22.81,0.4,9.454089999999999
21197,default,19.35,0.4,11.4936
36402,paid off,13.22,0.7,4.6957699999999996
16669,default,7.36,0.55,14.8262
35832,paid off,6.83,0.5,6.2592
25795,paid off,22.25,0.55,10.0816
43352,paid off,2.24,0.7,5.0806
29602,paid off,8.76,0.4,5.46773
29650,paid off,18.76,0.7,7.07912
22668,default,21.2,0.5,7.9704
1628,default,12.9,0.35,2.5946700000000003
38265,paid off,18.13,0.5,7.3676699999999995
38837,paid off,10.19,0.45,3.24657
768,default,8.02,0.5,4.361330000000001
29675,paid off,27.21,0.55,12.4265
26663,paid off,30.33,0.4,8.66034
45887,paid off,14.24,0.65,12.3872
45334,paid off,14.52,0.4,5.89215
41167,paid off,17.53,0.3,4.720330000000001
3886,default,16.41,0.4,11.0357
40381,paid off,28.1,0.5,7.4172
21527,default,18.22,0.45,13.5774
20910,default,22.14,0.55,4.838030000000001
32352,paid off,22.99,0.5,14.1674
650,default,22.34,0.4,5.28104
17846,default,17.47,0.5,9.15707
14550,default,19.29,0.55,12.1491
23733,paid off,8.75,0.55,6.23505
7371,default,25.43,0.5,8.41452
44709,paid off,18.59,0.6,14.8939
10020,default,20.84,0.3,9.053889999999999
10917,default,13.56,0.6,10.0865
20984,default,20.19,0.4,7.205239999999999
4358,default,0.57,0.55,6.5826
44948,paid off,7.46,0.7,4.54507
10485,default,9.35,0.5,7.928310000000001
44490,paid off,6.5,0.6,1.26557
12730,default,14.73,0.45,3.22422
39741,paid off,29.12,0.5,8.35413
17704,default,20.19,0.55,13.6161
30757,paid off,11.69,0.55,5.394909999999999
2574,default,7.02,0.6,2.38701
9015,default,11.46,0.6,5.936319999999999
17322,default,18.23,0.4,12.4207
7358,default,17.15,0.5,19.6531
24924,paid off,2.94,0.7,2.37529
24589,paid off,10.74,0.4,13.0015
13362,default,10.51,0.5,2.6208
39288,paid off,27.96,0.5,17.5794
22510,default,28.26,0.25,4.22686
31067,paid off,5.9,0.7,1.9802
27960,paid off,17.98,0.45,7.4172
37765,paid off,14.08,0.7,3.4640699999999995
19812,default,18.13,0.25,15.7643
25648,paid off,4.04,0.7,8.25111
5544,default,20.64,0.45,2.5209
2417,default,20.34,0.55,3.6144
45730,paid off,12.44,0.6,9.98385
29312,paid off,22.76,0.45,7.3012
38732,paid off,7.78,0.75,3.2377
25869,paid off,15.94,0.6,8.87314
25757,paid off,16.74,0.45,1.01902
35062,paid off,15.77,0.45,5.29094
23491,paid off,21.63,0.6,5.29359
11691,default,19.29,0.35,5.12366
44089,paid off,5.74,0.55,12.7526
6712,default,24.43,0.25,12.5909
10319,default,27.95,0.45,15.1057
1371,default,6.82,0.5,1.51006
16228,default,24.85,0.25,4.67215
2842,default,0.87,0.4,12.8088
1854,default,20.52,0.55,9.2973
26801,paid off,18.58,0.4,12.6501
10599,default,16.53,0.45,11.6121
38041,paid off,19.08,0.45,12.9813
10422,default,8.5,0.5,10.945
30252,paid off,16.92,0.4,7.1555800000000005
3242,default,21.22,0.45,2.34408
21644,default,24.46,0.3,5.363580000000001
12125,default,11.21,0.6,4.9154800000000005
40246,paid off,17.68,0.75,7.4672
7138,default,34.57,0.4,11.9558
19956,default,22.66,0.3,20.6968
21302,default,15.7,0.45,9.2592
17040,default,8.3,0.7,4.5284
17931,default,17.51,0.4,13.257
22405,default,10.64,0.45,3.7406599999999997
35828,paid off,28.56,0.7,3.4544
34115,paid off,20.72,0.55,12.2883
4366,default,9.21,0.35,5.78486
7823,default,22.55,0.4,13.4065
15826,default,9.04,0.25,3.0608400000000002
19313,default,8.46,0.4,4.22954
23364,paid off,11.67,0.6,9.58586
8961,default,19.74,0.4,7.8378
35875,paid off,16.5,0.6,6.00571
26517,paid off,21.34,0.65,10.620999999999999
22417,default,22.71,0.5,4.10744
31196,paid off,15.75,0.5,13.6671
40280,paid off,24.61,0.5,14.8086
1993,default,5.03,0.45,3.3987800000000004
20498,default,12.75,0.55,14.658
9577,default,28.12,0.4,11.3952
35691,paid off,7.05,0.5,5.5572
28535,paid off,12.15,0.7,3.13063
4953,default,24.07,0.45,4.08879
38171,paid off,18.63,0.65,4.33004
6260,default,10.82,0.5,13.1585
10909,default,7.98,0.6,10.1246
5823,default,9.13,0.75,6.14727
21669,default,5.21,0.55,5.21427
33833,paid off,15.63,0.55,3.5480199999999997
29635,paid off,7.58,0.65,5.3819099999999995
28267,paid off,14.76,0.65,4.9908
24287,paid off,23.84,0.45,5.58326
10729,default,15.17,0.6,5.9234
14938,default,16.95,0.45,8.24284
9443,default,20.0,0.5,12.8559
45204,paid off,3.64,0.35,1.8606
23128,default,18.09,0.35,14.6853
38868,paid off,8.15,0.4,6.6307
10258,default,29.93,0.55,14.981
33735,paid off,29.28,0.65,6.94585
7804,default,8.52,0.55,6.749289999999999
2325,default,7.86,0.4,11.5824
42574,paid off,9.36,0.7,4.37287
202,default,20.75,0.6,4.35567
13306,default,19.51,0.35,12.2538
18268,default,15.52,0.45,7.80777
12703,default,8.05,0.4,14.7625
33995,paid off,1.12,0.6,3.6245800000000004
35152,paid off,19.58,0.6,13.8194
9895,default,2.61,0.4,12.7338
28956,paid off,21.35,0.65,11.0872
21107,default,23.04,0.3,9.68032
41368,paid off,14.32,0.5,12.2402
36780,paid off,17.33,0.55,5.66236
23764,paid off,12.28,0.5,7.82267
20445,default,27.2,0.4,12.5722
29069,paid off,1.74,0.65,3.4288
6898,default,7.36,0.6,8.07812
38391,paid off,17.38,0.6,7.915960000000001
31558,paid off,26.22,0.65,2.7055599999999997
19613,default,16.19,0.45,7.5382
10364,default,16.53,0.5,7.3354
32530,paid off,19.6,0.35,13.112
26865,paid off,23.03,0.4,15.3235
43058,paid off,20.87,0.7,12.5027
23796,paid off,17.39,0.5,6.43807
35632,paid off,12.93,0.5,8.81718
25223,paid off,12.88,0.5,9.05658
32616,paid off,13.9,0.55,9.103110000000001
1054,default,13.25,0.35,5.501
31330,paid off,22.72,0.45,9.3986
7465,default,12.89,0.3,14.8979
2787,default,26.0,0.3,5.42802
38464,paid off,4.34,0.6,1.7875599999999998
6474,default,20.53,0.5,2.3065900000000004
11178,default,16.51,0.35,1.358
18505,default,16.75,0.3,8.88293
35293,paid off,8.64,0.75,8.5704
22462,default,13.39,0.6,15.6576
26821,paid off,0.0,0.7,13.3081
7893,default,33.43,0.5,18.9637
20762,default,3.51,0.45,6.661339999999999
45181,paid off,0.0,0.7,2.8406700000000003
37860,paid off,12.31,0.2,10.4351
15729,default,25.44,0.55,2.43356
36624,paid off,25.14,0.6,5.726
22082,default,22.15,0.5,13.3537
12438,default,26.08,0.45,8.53735
43475,paid off,19.65,0.35,2.24648
36975,paid off,11.13,0.7,12.4556
22102,default,31.83,0.4,14.87
46166,paid off,19.14,0.55,9.95032
11771,default,12.62,0.35,14.1607
21710,default,17.13,0.65,13.4878
31305,paid off,23.25,0.4,13.533
35316,paid off,22.98,0.45,8.151069999999999
20309,default,18.24,0.65,10.0394
13424,default,8.95,0.3,3.8132599999999996
1865,default,9.02,0.6,11.3273
14552,default,6.73,0.4,5.84765
42470,paid off,1.97,0.7,2.25576
8536,default,10.63,0.4,12.7286
29949,paid off,8.93,0.55,9.8916
7827,default,26.05,0.45,13.845
44426,paid off,20.0,0.5,13.1036
1731,default,20.52,0.5,6.06973
33124,paid off,23.12,0.6,7.99247
16565,default,26.34,0.6,8.25032
44435,paid off,17.58,0.55,4.0770800000000005
20402,default,15.64,0.25,4.01
29464,paid off,7.7,0.85,6.38566
37081,paid off,12.09,0.6,8.9916
15536,default,31.56,0.4,10.857000000000001
15064,default,32.21,0.35,14.7068
6271,default,14.0,0.6,9.19835
10439,default,26.31,0.3,8.42788
23367,paid off,13.92,0.5,13.4874
14497,default,7.25,0.55,11.6058
28693,paid off,18.12,0.5,7.12357
30934,paid off,14.65,0.6,4.4829300000000005
45203,paid off,21.34,0.5,15.0946
40652,paid off,9.43,0.5,7.12787
33398,paid off,4.26,0.35,7.181439999999999
8133,default,21.91,0.45,5.18131
27832,paid off,6.09,0.6,11.0204
40328,paid off,18.04,0.6,8.56911
1395,default,24.71,0.4,5.30857
5762,default,21.32,0.45,2.19333
18149,default,20.48,0.5,10.006
15928,default,9.7,0.5,8.035
39950,paid off,9.21,0.65,17.2991
715,default,8.93,0.5,4.62444
5536,default,17.46,0.35,3.6640599999999997
212,default,24.27,0.45,6.61533
6410,default,17.69,0.4,8.80291
18447,default,29.2,0.5,20.4267
19434,default,14.0,0.3,8.73077
19273,default,28.23,0.7,9.5262
5625,default,18.42,0.65,3.2934099999999997
1580,default,20.48,0.45,8.50816
7919,default,7.38,0.45,12.4959
4077,default,7.8,0.65,8.0
27266,paid off,23.05,0.5,12.855
43231,paid off,23.45,0.6,16.426
37044,paid off,23.69,0.6,3.53407
2179,default,7.09,0.4,10.642999999999999
35080,paid off,0.98,0.75,5.903519999999999
5902,default,29.04,0.6,6.39156
16576,default,12.72,0.4,13.2974
17316,default,2.98,0.6,5.05886
11307,default,13.75,0.3,2.0232
19585,default,19.71,0.4,12.7067
3920,default,21.89,0.7,12.0907
19694,default,11.89,0.4,12.0084
16100,default,9.6,0.55,15.3777
44010,paid off,21.14,0.55,17.5579
17857,default,31.59,0.3,1.8984400000000001
42807,paid off,20.46,0.65,9.65
17466,default,18.39,0.3,16.5651
7208,default,18.49,0.4,9.218
6191,default,5.98,0.35,8.139
41937,paid off,7.16,0.85,10.0486
9212,default,6.17,0.4,8.95749
15752,default,29.22,0.5,13.3009
10124,default,29.36,0.35,19.6212
41456,paid off,20.57,0.55,5.6235
19428,default,15.61,0.6,10.9877
19067,default,24.37,0.35,7.108
3175,default,9.5,0.5,4.2877
33745,paid off,13.74,0.4,6.1784
29030,paid off,19.78,0.6,6.45402
23806,paid off,4.93,0.55,5.65533
7303,default,13.3,0.7,0.784535
6470,default,20.6,0.5,13.3895
39933,paid off,9.54,0.4,4.69369
22614,default,14.44,0.4,12.1419
40176,paid off,14.07,0.5,2.2448799999999998
45623,paid off,17.62,0.35,13.2326
11323,default,12.42,0.4,7.166189999999999
41853,paid off,15.32,0.7,4.89
35913,paid off,9.35,0.6,9.79761
9548,default,12.87,0.45,7.45493
861,default,22.05,0.5,11.4621
32028,paid off,14.22,0.35,1.03816
28250,paid off,14.76,0.4,5.2072
22596,default,22.89,0.45,7.553210000000001
34052,paid off,17.06,0.45,10.2216
40236,paid off,8.57,0.4,8.31862
29057,paid off,34.53,0.45,14.3311
38102,paid off,27.84,0.4,12.5015
38502,paid off,8.6,0.6,4.23948
33319,paid off,18.04,0.65,5.86594
18829,default,15.87,0.6,4.07643
37352,paid off,5.18,0.4,4.108280000000001
36848,paid off,1.66,0.55,2.5474799999999997
17056,default,7.7,0.4,8.31669
24644,paid off,13.46,0.45,3.47365
44394,paid off,16.02,0.45,3.53712
36533,paid off,6.85,0.6,2.8902
35508,paid off,8.37,0.5,4.76248
5585,default,10.52,0.5,13.1216
33347,paid off,21.26,0.45,2.99328
33206,paid off,22.14,0.55,6.70643
22737,default,19.35,0.45,9.1665
7155,default,32.63,0.25,8.661710000000001
45576,paid off,10.27,0.6,12.5587
13685,default,29.26,0.4,11.452
33069,paid off,11.98,0.25,1.64263
20791,default,7.35,0.45,8.98276
23854,paid off,17.09,0.65,5.58664
10700,default,12.43,0.3,6.88085
9812,default,11.48,0.45,11.0628
40550,paid off,28.97,0.6,9.6486
32078,paid off,22.39,0.45,3.3904
7573,default,26.98,0.35,7.268610000000001
20496,default,17.6,0.4,4.854
33141,paid off,11.47,0.4,6.98606
14609,default,19.76,0.75,10.9663
8944,default,15.69,0.65,13.1335
27493,paid off,15.03,0.35,5.28103
13668,default,22.66,0.5,8.23102
43222,paid off,18.74,0.5,7.05687
12327,default,19.84,0.75,4.84523
4128,default,3.64,0.6,5.46247
11547,default,25.77,0.5,14.9625
6377,default,24.57,0.45,0.8355
12612,default,14.14,0.7,12.477
16292,default,21.21,0.6,9.38497
29608,paid off,13.77,0.6,1.37842
27087,paid off,17.68,0.5,10.5069
3414,default,12.65,0.6,16.8171
19642,default,20.21,0.4,15.7296
38723,paid off,21.95,0.45,8.965869999999999
9154,default,25.08,0.4,4.068569999999999
17722,default,29.48,0.5,11.5742
43623,paid off,5.76,0.5,4.71384
28178,paid off,19.22,0.55,8.699
42376,paid off,16.36,0.55,4.04865
33057,paid off,17.47,0.2,8.815560000000001
20062,default,17.37,0.3,3.5602300000000002
31008,paid off,16.62,0.55,7.6979999999999995
41597,paid off,20.25,0.55,4.39633
21403,default,27.46,0.5,5.55938
40774,paid off,8.22,0.65,9.61125
38538,paid off,30.05,0.8,7.8656
26858,paid off,31.13,0.5,13.0705
27915,paid off,4.98,0.7,2.12145
14301,default,22.56,0.5,10.1393
36340,paid off,23.64,0.45,5.6482
16824,default,15.28,0.55,3.4446
8038,default,12.1,0.5,5.305540000000001
26726,paid off,18.72,0.45,10.9294
31399,paid off,12.94,0.4,3.1010000000000004
14999,default,15.4,0.5,13.4658
16816,default,17.65,0.25,7.941319999999999
16857,default,8.77,0.45,1.3159999999999998
34039,paid off,14.4,0.65,7.421539999999999
12267,default,24.36,0.35,10.9352
20032,default,17.17,0.4,10.0025
22528,default,24.85,0.45,12.127
44652,paid off,26.31,0.3,16.137999999999998
18491,default,32.55,0.3,4.67438
13125,default,6.08,0.65,13.0424
23581,paid off,21.31,0.45,5.16615
15740,default,34.78,0.4,4.23672
15655,default,22.8,0.55,12.8835
41664,paid off,28.02,0.55,10.185
20796,default,12.25,0.55,21.9032
33832,paid off,16.28,0.35,4.46801
16249,default,28.68,0.35,11.2962
41670,paid off,18.6,0.4,2.74891
5923,default,25.4,0.4,12.4293
4635,default,24.47,0.2,2.98144
10111,default,13.65,0.65,8.439589999999999
43418,paid off,21.1,0.5,8.71725
26112,paid off,8.72,0.4,6.1916199999999995
34522,paid off,11.99,0.5,11.4969
34482,paid off,13.41,0.45,5.70276
39163,paid off,16.91,0.3,5.6906
12494,default,28.5,0.55,19.3608
1999,default,11.6,0.3,3.4989999999999997
3556,default,9.76,0.25,5.97328
746,default,5.63,0.45,6.94685
31046,paid off,13.81,0.5,6.49293
32113,paid off,21.08,0.65,0.775705
39279,paid off,19.68,0.45,8.700339999999999
7180,default,23.55,0.55,4.74686
31291,paid off,16.36,0.45,5.937819999999999
15705,default,18.58,0.3,7.10463
13763,default,2.97,0.5,4.92684
11109,default,22.33,0.35,9.32139
40951,paid off,11.41,0.75,3.1935599999999997
25194,paid off,24.97,0.7,3.33667
24226,paid off,14.22,0.45,4.83711
34538,paid off,29.18,0.65,10.5409
30731,paid off,22.15,0.25,14.1308
1666,default,24.39,0.75,10.1793
15757,default,32.11,0.35,12.7207
2310,default,5.44,0.5,1.9344700000000001
35340,paid off,23.96,0.55,9.11853
27899,paid off,3.96,0.65,0.5557850000000001
45421,paid off,13.68,0.5,4.54705
2928,default,10.89,0.45,11.3325
43349,paid off,10.09,0.45,11.5409
14142,default,11.19,0.65,4.56979
4981,default,23.52,0.45,8.95133
7423,default,13.88,0.4,10.3071
30496,paid off,8.71,0.6,1.9982400000000002
287,default,6.38,0.55,10.2065
10190,default,8.69,0.5,14.2205
12311,default,27.28,0.5,5.97196
23463,paid off,14.11,0.45,1.65782
45523,paid off,8.84,0.6,6.60946
19491,default,14.23,0.45,11.0121
2794,default,2.71,0.7,4.45348
1939,default,19.64,0.65,15.1552
43438,paid off,6.6,0.65,1.12182
24791,paid off,6.22,0.75,7.0276
35646,paid off,9.6,0.4,6.844460000000001
3129,default,9.5,0.5,5.978
40136,paid off,27.0,0.5,8.56428
26771,paid off,9.66,0.45,5.76699
23318,paid off,15.18,0.45,7.22917
28253,paid off,9.94,0.65,4.99485
6728,default,3.71,0.7,4.74429
19535,default,7.57,0.3,5.37573
996,default,7.75,0.45,3.07068
29977,paid off,18.42,0.65,4.42009
10921,default,10.95,0.5,2.6412
35209,paid off,12.15,0.55,3.8615699999999995
1275,default,14.6,0.35,10.0102
43203,paid off,17.16,0.4,16.2866
34539,paid off,22.9,0.4,1.7509700000000001
35531,paid off,16.59,0.45,9.07731
34349,paid off,11.71,0.55,7.985869999999999
23419,paid off,9.16,0.8,6.641939999999999
10554,default,19.28,0.45,7.780930000000001
45429,paid off,5.04,0.65,6.3966
19763,default,16.67,0.3,10.2406
38593,paid off,10.47,0.45,4.18081
39512,paid off,20.73,0.75,3.02589
45290,paid off,12.5,0.7,15.4059
19316,default,14.01,0.45,13.7276
22013,default,21.6,0.55,6.71663
34460,paid off,8.15,0.7,5.81238
18945,default,11.36,0.55,14.0254
20902,default,8.54,0.4,17.1154
22849,default,25.54,0.55,12.765
25845,paid off,13.14,0.55,1.49431
12545,default,26.76,0.4,15.1456
25007,paid off,23.31,0.45,7.7622
